,Gene ID bis,pLDDT,Probability of antimicrobial activity,Prediction,isCAZyme,isTM,rank
OG0000155,jgi|Rhesp1|389747,64.74331082835627,0.9933360007483184,Antimicrobial,1,0,143
OG0000114,jgi|Rhier1|681314,83.63039532412327,0.8308187725342989,Antimicrobial,0,0,144
OG0000258,jgi|TriviGv29|8,73.8072029250457,0.9443713172971,Antimicrobial,0,0,145
OG0000133,jgi|Parch1|26542,78.27881610446137,0.8376069339382208,Antimicrobial,0,0,146
OG0000308,jgi|Lepor2|27108,84.721125,0.0002133829367979,Non-antimicrobial,0,0,147
OG0000298,jgi|Rhier1|648631,58.78219981238274,0.9921800966961593,Antimicrobial,0,0,148
OG0000066,jgi|Phimu1|608536,82.99599140069456,0.9760033577532824,Antimicrobial,1,0,149
OG0000045,jgi|Aspnov1|435302,93.66196990424076,0.99547241665487,Antimicrobial,1,0,150
OG0000096,jgi|Chalo1|489315,69.01126068376068,0.2627866089756612,Non-antimicrobial,1,0,151
OG0000183,jgi|Macpha1|322533,80.64246751542197,0.8267882286304951,Antimicrobial,1,0,152
OG0000282,jgi|Pyrsp1|233348,93.2634126394052,0.989551233753477,Antimicrobial,0,0,153
OG0000103,jgi|DalEC12_1|25833,74.54097855964817,0.0178372129768346,Non-antimicrobial,0,1,154
OG0000290,jgi|Verdah1|60322,58.80712125617912,0.988235184670321,Antimicrobial,0,0,155
OG0000090,jgi|Colch1|5951,89.57609182530796,0.8234890263398861,Antimicrobial,0,0,156
OG0000324,jgi|Rhesp1|91283,76.02794425087109,0.1788806976740188,Non-antimicrobial,0,0,157
OG0000156,jgi|Bauco1|37282,60.61391509433962,0.112867695713619,Non-antimicrobial,0,0,158
OG0000330,jgi|Chame1|364288,68.2429100678733,0.0218530702296294,Non-antimicrobial,0,1,159
OG0000117,jgi|Falor1|220052,83.10117258883248,0.5805469772778592,Antimicrobial,0,0,160
OG0000148,jgi|Colto1|5958,88.07057441919837,0.985232827763278,Antimicrobial,0,0,161
OG0000049,jgi|Neodi1|9582,84.94667135621833,0.9821284297160736,Antimicrobial,0,0,162
OG0000026,jgi|Cenge3|584571,87.30044943820225,0.999421314701759,Antimicrobial,1,1,163
OG0000342,jgi|Colch1|1750,82.30188910849891,0.0,Non-antimicrobial,0,1,164
OG0000321,jgi|Rhesp1|141295,73.77327407923782,0.9999999624973004,Antimicrobial,0,1,165
OG0000091,jgi|Phisc1|75555,81.14014690451206,0.9716535212659944,Antimicrobial,1,0,166
OG0000072,jgi|Pyrsp1|499274,87.27805989583334,0.8842464593440827,Antimicrobial,1,0,167
OG0000048,jgi|Dacma1|682742,91.65416982152514,0.0856579201006371,Non-antimicrobial,0,0,168
OG0000335,jgi|Chalo1|292025,85.2528415961306,0.6177195300491021,Antimicrobial,0,0,169
OG0000138,jgi|Perma1|587065,87.92095090118086,0.7467946344236647,Antimicrobial,1,0,170
OG0000233,jgi|Thite2|2112302,89.79353968253969,0.9086104538771844,Antimicrobial,1,0,171
OG0000105,jgi|Chalo1|552489,82.96799114331722,0.9562667208574176,Antimicrobial,1,0,172
OG0000315,jgi|Fusve2|2012,58.37916076487252,0.3437601082263373,Non-antimicrobial,0,1,173
OG0000056,jgi|Falor1|300278,86.84873007968127,0.8139837109544257,Antimicrobial,0,0,174
OG0000076,jgi|Mycgr3|80321,47.8581755829904,0.0045451139419106,Non-antimicrobial,0,0,175
OG0000042,jgi|Corca1|493451,89.38809275664408,0.9426216404131428,Antimicrobial,0,0,176
OG0000346,jgi|Zalva1|486237,80.70877758913413,0.0201973005598387,Non-antimicrobial,0,0,177
OG0000143,jgi|Aspnov1|464908,89.04625166740774,0.9848348784147896,Antimicrobial,1,0,178
OG0000106,jgi|Chalo1|542572,85.69464231814065,0.9916347416076282,Antimicrobial,1,0,179
OG0000348,jgi|Fusoxys1|153293,73.59881690140845,0.955624773491982,Antimicrobial,0,0,180
OG0000222,jgi|Phisc1|690520,65.80073298429319,0.0312334539217371,Non-antimicrobial,0,0,181
OG0000196,jgi|Phisc1|746086,82.43983072916667,0.2830744674271017,Non-antimicrobial,1,0,182
OG0000088,jgi|Stael1|348824,84.0927892813642,0.9847948279406394,Antimicrobial,0,0,183
OG0000038,jgi|PleosPC15_1|30172,83.36884646628756,0.8712131533481646,Antimicrobial,0,0,184
OG0000130,jgi|Truan1|589505,91.33527444565613,0.8735578474519146,Antimicrobial,0,0,185
OG0000161,jgi|Pyrly1|427849,88.47031249999999,0.9920255264891664,Antimicrobial,1,0,186
OG0000331,jgi|Fusfu1|1084,62.66981757877281,0.0079406606273693,Non-antimicrobial,0,0,187
OG0000199,jgi|DalEC12_1|316176,88.07198503740649,0.3084554648268696,Non-antimicrobial,0,0,188
OG0000175,jgi|Cenge3|562830,88.80481578947368,0.9128214344217908,Antimicrobial,0,0,189
OG0000164,jgi|Thite2|2114094,82.09980307396732,0.278483660248112,Non-antimicrobial,1,0,190
OG0000363,jgi|Colto1|9733,89.93097784568373,0.7199286525321937,Antimicrobial,1,1,191
OG0000270,jgi|Parchr1|277091,81.83739551786796,0.2025924234414358,Non-antimicrobial,0,1,192
OG0000160,jgi|Chagl1|629071,86.75597640891219,0.90301168840726,Antimicrobial,1,0,193
OG0000016,jgi|Fusso1|528715,87.56252891052951,0.7906721959093441,Antimicrobial,0,1,194
OG0000359,jgi|Daces1|217771,90.24515135135135,0.9506862212484664,Antimicrobial,0,1,195
OG0000041,jgi|Oidma1|19585,50.54113074204947,0.9885511039331548,Antimicrobial,0,0,196
OG0000110,jgi|Aspcam1|284129,87.26013460703432,0.9870580947631722,Antimicrobial,1,0,197
OG0000051,jgi|Morco1|524962,92.64106443914082,0.5207524072758455,Antimicrobial,1,0,198
OG0000129,jgi|Cadsp1|566886,85.8543075731164,0.9909587903162614,Antimicrobial,0,0,199
OG0000188,jgi|Thite2|2051582,81.19639429312582,0.553864223672178,Antimicrobial,0,0,200
OG0000364,jgi|Cadsp1|413996,88.46350907029479,0.276740807569178,Non-antimicrobial,0,1,201
OG0000362,jgi|Cadsp1|518620,76.48673972602741,0.5101736018943005,Antimicrobial,0,1,202
OG0000025,jgi|Colto1|5922,83.79894736842107,0.951717718069038,Antimicrobial,1,0,203
OG0000116,jgi|Pyrsp1|36273,85.30122965641954,0.6023533552482304,Antimicrobial,1,0,204
OG0000334,jgi|Fusox2|10875,69.06616198616199,0.7813303944105301,Antimicrobial,0,0,205
OG0000151,jgi|Lepor2|73866,85.73716069271043,0.308893082901527,Non-antimicrobial,0,0,206
OG0000354,jgi|Fusso1|171370,84.49584430131617,0.6406162580129415,Antimicrobial,1,0,207
OG0000353,jgi|Melbi2|612177,77.1792615704628,0.534773062946018,Antimicrobial,0,0,208
OG0000121,jgi|Phisc1|642764,81.59896653336139,0.8289878065951202,Antimicrobial,0,0,209
OG0000123,jgi|Melbi2|598377,82.8134004796163,0.1963687744523605,Non-antimicrobial,0,1,210
OG0000344,jgi|Fusco1|182178,88.26581129807694,0.0565943017599201,Non-antimicrobial,0,1,211
OG0000361,jgi|Rhier1|697623,81.49741459299874,0.5400350052593503,Antimicrobial,0,0,212
OG0000355,jgi|Altalt1|358007,82.98068950177935,0.9650072828584924,Antimicrobial,0,0,213
OG0000084,jgi|Armost1|1014816,90.54357517482518,0.8523730034731215,Antimicrobial,0,0,214
OG0000191,jgi|Ilyeu1|728927,88.64197733711048,0.8905267469228079,Antimicrobial,1,0,215
OG0000165,jgi|Pyrly1|408462,86.28002616659398,0.9837067843244152,Antimicrobial,1,0,216
OG0000145,jgi|Oidma1|194263,85.86928339722796,0.6718023303163383,Antimicrobial,0,1,217
OG0000147,jgi|Macpha1|735799,91.74269623059868,0.9968997900893928,Antimicrobial,1,0,218
OG0000104,jgi|Cylol1|463373,90.03660053619303,0.7710000636680288,Antimicrobial,1,0,219
OG0000111,jgi|Colch1|7688,79.32661383285304,0.774671833724206,Antimicrobial,1,0,220
OG0000157,jgi|Tulca1|26818,80.1535269121813,0.6957772839124586,Antimicrobial,1,0,221
OG0000296,jgi|Fusso1|378070,62.58540011855365,0.9177729699908138,Antimicrobial,0,0,222
OG0000062,jgi|Macph1|9882,77.0584371159361,0.190755014939766,Non-antimicrobial,1,0,223
OG0000201,jgi|Fustri1|598503,64.30492809204219,0.3086274413935572,Non-antimicrobial,0,0,224
OG0000350,jgi|Corca1|640916,92.6044041041831,0.3248104565400336,Non-antimicrobial,0,0,225
OG0000092,jgi|Denna1|34055,86.53519667590027,0.6565799041857272,Antimicrobial,1,1,226
OG0000176,jgi|DalEC12_1|312528,84.45654311649017,0.6770439415451381,Antimicrobial,1,0,227
OG0000055,jgi|Phisc1|665716,89.60657494145197,0.6016744202704238,Antimicrobial,1,0,228
OG0000373,jgi|Neodi1|2025,67.29728528269314,0.0537026078435082,Non-antimicrobial,0,1,229
OG0000372,jgi|Melbi2|662594,85.84490445859873,0.3380199262067574,Non-antimicrobial,0,0,230
OG0000060,jgi|DalEC12_1|376944,84.2689838445329,0.8491710938529957,Antimicrobial,0,0,231
OG0000378,jgi|Verdah1|374721,40.37259308072488,0.9999775171070556,Antimicrobial,0,0,232
OG0000356,jgi|Fusox2|23851,50.806514450867056,0.9902965626827752,Antimicrobial,0,1,233
OG0000300,jgi|Macpha1|714683,82.33176939426143,0.4311468842584121,Non-antimicrobial,0,0,234
OG0000382,jgi|Fusven1|471914,64.42397962432347,0.999977079441119,Antimicrobial,1,0,235
OG0000381,jgi|Fusso1|548561,79.94101128880527,0.8536800116068525,Antimicrobial,0,1,236
OG0000388,jgi|Phimu1|586894,75.95715353007098,0.3560360367110347,Non-antimicrobial,0,1,237
OG0000200,jgi|Falor1|480049,87.13777485764345,0.2650331775444074,Non-antimicrobial,0,0,238
OG0000087,jgi|Colhig2|13634,43.50068597560976,0.471458109316001,Non-antimicrobial,0,0,239
OG0000132,jgi|Lepor2|646483,81.35193985849055,0.9990729148742968,Antimicrobial,0,0,240
OG0000174,jgi|Tulca1|215466,88.65263101026471,0.017559003627093,Non-antimicrobial,1,1,241
OG0000236,jgi|Aspnov1|446097,91.25775584415584,0.9702915935931312,Antimicrobial,0,0,242
OG0000083,jgi|Colch1|81,79.04835994194485,0.5935404358374282,Antimicrobial,0,0,243
OG0000139,jgi|Clapu1|6548,88.91330920788099,0.979317672552204,Antimicrobial,1,0,244
OG0000149,jgi|Zalva1|576091,80.15621725383922,0.872508635281176,Antimicrobial,1,0,245
OG0000379,jgi|Fusso1|489855,52.85085637541476,0.9997938550312604,Antimicrobial,0,1,246
OG0000095,jgi|Pyrly1|210292,78.475554796859,0.571291978580301,Antimicrobial,1,0,247
OG0000278,jgi|Fusve2|12190,89.06192138133724,0.8841028442907183,Antimicrobial,0,0,248
OG0000401,jgi|Chame1|350353,66.00879224376732,0.0954125721332588,Non-antimicrobial,0,1,249
OG0000242,jgi|Galma1|243495,86.45800995024878,0.0870047066989545,Non-antimicrobial,0,0,250
OG0000115,jgi|Fusven1|514253,78.11828519855595,0.1600626981677765,Non-antimicrobial,0,0,251
OG0000137,jgi|Dacma1|889693,74.67143953934742,0.3063822401385006,Non-antimicrobial,0,0,252
OG0000226,jgi|Perma1|644337,79.87485039370078,0.9859831542850704,Antimicrobial,1,0,253
OG0000221,jgi|Corca1|65950,88.37041255605382,0.9807868005888188,Antimicrobial,0,0,254
OG0000186,jgi|Corca1|311983,72.32200361944157,0.9491563595211218,Antimicrobial,1,0,255
OG0000327,jgi|Morel_U14_1|149415,43.61221757322176,0.0895744309673795,Non-antimicrobial,0,0,256
OG0000322,jgi|Corca1|302812,83.90762782401903,0.1666545081996355,Non-antimicrobial,0,0,257
OG0000380,jgi|Pyrly1|369188,54.51050704225353,0.0034487498435834,Non-antimicrobial,0,0,258
OG0000068,jgi|Neodi1|1646,91.37780779621768,0.9027804090304596,Antimicrobial,1,0,259
OG0000387,jgi|Dacma1|624776,75.46914093206063,0.9670232231083152,Antimicrobial,0,0,260
OG0000402,jgi|Pyrsp1|504777,86.37948076923077,0.626211619912224,Antimicrobial,0,0,261
OG0000197,jgi|Sodal1|334433,90.84948059360732,0.0964821953167729,Non-antimicrobial,0,0,262
OG0000140,jgi|Zalva1|586250,87.40710321864596,0.8674021538029142,Antimicrobial,0,0,263
OG0000071,jgi|Pensub1|9529,29.224685802948017,0.1669633661737711,Non-antimicrobial,0,0,264
OG0000383,jgi|Neora1|45958,62.496,0.993652907466643,Antimicrobial,0,0,265
OG0000238,jgi|Daces1|257636,82.83685690128937,0.754514292957033,Antimicrobial,0,0,266
OG0000154,jgi|Cenge3|242184,81.47127150336574,0.9992690536091092,Antimicrobial,1,0,267
OG0000107,jgi|Macph1|11770,87.7992397521449,0.4766772382339967,Non-antimicrobial,0,1,268
OG0000413,jgi|Colch1|1273,86.41163194444445,0.4566841002285962,Non-antimicrobial,0,0,269
OG0000399,jgi|Colto1|9507,87.28519182389938,0.9451063650844151,Antimicrobial,0,0,270
OG0000173,jgi|Chagl_1|17509,80.02108737864077,0.3251178106727358,Non-antimicrobial,0,0,271
OG0000411,jgi|Fusven1|481051,73.68934439389885,0.9458550833196434,Antimicrobial,0,0,272
OG0000408,jgi|Dipse1|6518,80.09555471698113,0.0431754638058886,Non-antimicrobial,0,1,273
OG0000182,jgi|Parch1|414260,82.52645047429958,0.5802282393620456,Antimicrobial,1,0,274
OG0000319,jgi|Galma1|214686,87.08279054916986,0.2972372932623361,Non-antimicrobial,0,0,275
OG0000255,jgi|PleosPC15_1|164907,90.06406798866853,0.9847985754468483,Antimicrobial,1,0,276
