a034	jgi|Sebve1|27091|gm1.8363_g	32.911	79	50	1	4	79	138	216	0.003	38.5
a034	jgi|Sebve1|27091|gm1.8363_g	29.630	81	50	1	6	79	107	187	0.008	37.0
a035	jgi|Fuseq1|96074|CE96073_1399	20.652	92	68	1	3	94	2	88	4.0	28.5
a036	jgi|Parch1|136569|CE136568_359	21.951	82	63	1	11	91	12	93	0.81	30.4
a037	jgi|Fusso1|473278|fgenesh1_pg.44_#_2	25.301	83	52	2	31	103	23	105	7.8	27.7
a038	jgi|Chafu1|163719|CE163718_731	26.316	57	38	1	21	73	282	338	2.5	29.6
a040	jgi|Neora1|714833|fgenesh1_kg.7_#_1420_#_TRINITY_DN4208_c0_g1_i1	44.595	74	39	2	1	73	1	73	8.47e-14	61.6
a041	jgi|Plecuc1|229324|e_gw1.4.1544.1	32.812	64	32	2	51	112	394	448	0.094	33.5
a042	jgi|Melva1|629952|estExt_Genemark1.C_4_t20135	29.167	72	41	2	30	97	189	254	0.20	32.3
a043	jgi|Pensub1|1094|scaffold_157.8	79.730	74	15	0	1	74	1	74	2.13e-41	131
a044	jgi|Denna1|233604|CE233603_711	27.692	65	38	2	73	135	115	172	1.5	30.8
a045	jgi|Lacbi2|295651|Lacbi1.estExt_fgenesh2_pg.C_540030	22.581	93	58	2	53	132	241	332	0.39	32.0
a046	jgi|Pyrsp1|593277|fgenesh1_kg.35_#_7_#_Locus1211v1rpkm119.96	38.462	52	27	2	1	52	21	67	1.5	30.8
a047	jgi|Fusso1|539803|gm1.49_g	31.522	92	48	4	28	108	1103	1190	0.90	30.4
a048	jgi|Tulca1|24663|gm1.8218_g	33.333	90	43	4	33	110	90	174	0.007	37.0
a050	VDAG_JR2_Chr5g02170a-00002	100.000	116	0	0	1	116	1	116	9.28e-85	243
a051	VDAG_JR2_Chr5g02170a-00002	37.288	118	68	4	1	115	1	115	1.41e-21	84.0
a052	VDAG_JR2_Chr4g10160a-00001	100.000	382	0	0	1	382	1	382	0.0	785
a053	jgi|Veral1|7358|VDBG_04557T0	93.878	49	3	0	1	49	1	49	1.76e-28	96.7
a054	jgi|Boeex1|393636|fgenesh1_kg.6_#_118_#_TRINITY_DN2345_c0_g2_i1	32.340	235	143	6	3	224	3	234	4.97e-26	102
a055	jgi|Zalva1|693214|estExt_Genemark1.C_1_t10097	29.825	57	40	0	9	65	20	76	0.67	29.6
a056	jgi|Melbi2|559390|estExt_Genewise1.C_56_t20186	42.105	38	20	1	4	41	23	58	2.4	29.3
a057	jgi|Dipse1|7452|rna7451	33.333	72	38	3	54	119	260	327	1.2	30.4
a058	jgi|Fusox2|10798|FOXG_01473T0	26.923	78	44	2	13	78	238	314	0.099	33.5
a059	jgi|Zymtr1|53728|ZtIPO323_117010.1	31.915	47	26	1	41	81	406	452	5.1	28.1
a060	jgi|Fusve2|3630|FVEG_16349T0	38.095	42	25	1	3	43	52	93	0.18	29.6
a062	jgi|Parchr1|545537|fgenesh1_pg.3_#_413	40.741	27	16	0	3	29	231	257	8.1	27.3
a063	jgi|Helo229|300709|Fgenesh_scaffold_3_gene_709	31.915	47	31	1	52	98	18	63	0.53	30.8
a064	TKY85342	35.294	51	26	2	50	95	22	70	0.19	32.0
a065	jgi|Aspcam1|315707|gm1.1882_g	61.364	44	14	2	54	97	9	49	3.27e-11	55.8
a066	jgi|Dacma1|812871|fgenesh1_kg.22_#_960_#_TRINITY_DN8713_c0_g1_i1	23.469	98	65	2	4	93	50	145	2.4	28.9
a067	jgi|Daces1|647537|MIX14963_6_45	22.973	148	75	5	71	211	387	502	0.29	34.3
a068	jgi|Oidma1|23751|fgenesh1_pg.1_#_2051	31.818	44	25	1	21	59	235	278	0.16	32.3
a069	jgi|Rhicl1|6215|transcript:GBB83427	25.743	101	53	3	167	267	204	282	1.6	33.5
a070	jgi|Olipa1|749608|estExt_fgenesh1_pm.C_190040	27.174	92	58	3	5	96	382	464	0.26	35.8
a071	jgi|Morco1|505564|estExt_Genewise1.C_200186	32.922	243	125	5	2	206	10	252	2.97e-35	127
a072	jgi|Zalva1|222398|CE222397_4382	34.884	43	17	2	38	72	1	40	2.9	28.5
a073	jgi|Schco1|238066|fgenesh2_pg.12_#_98	35.556	45	24	2	49	90	206	248	0.55	30.8
a074	jgi|Copph3|1520360|MIX64832_16487_58	39.024	41	24	1	25	64	229	269	0.12	31.2
a075	jgi|PleosPC15_1|175063|estExt_fgenesh2_pg.C_10145	30.508	59	40	1	1	59	169	226	0.24	32.0
a076	jgi|Fusve2|12458|FVEG_13909T0	37.931	29	16	1	23	49	35	63	2.1	27.3
a077	jgi|Rhice1_1|760901|fgenesh1_kg.90_#_41_#_TRINITY_DN26907_c0_g1_i1	42.857	49	21	2	6	47	16	64	7.09e-04	35.0
a078	jgi|Rhice1_1|760901|fgenesh1_kg.90_#_41_#_TRINITY_DN26907_c0_g1_i1	45.161	31	17	0	18	48	34	64	0.016	31.6
a079	jgi|Aspnov1|459645|fgenesh1_pm.3_#_1203	78.125	64	14	0	1	64	12	75	7.44e-32	106
a080	jgi|Sorhu1|394064|MIX5924_12_57	41.667	24	14	0	18	41	126	149	4.6	25.8
a081	jgi|Rhidi1|617244|e_gw1.13.24.1	27.941	68	41	2	23	83	270	336	2.5	28.5
a082	jgi|Fusve2|14457|FVEG_03701T0	41.935	31	18	0	29	59	294	324	0.26	30.8
a083	jgi|Pyrsp1|586945|fgenesh1_kg.8_#_477_#_Locus12280v1rpkm1.31	28.750	80	50	2	21	98	1467	1541	1.8	29.3
a085	jgi|Fusgr1|5526|FGSG_04745T0	100.000	74	0	0	1	74	1	74	6.33e-50	152
a086	jgi|Truan1|696517|estExt_Genemark1.C_110196	69.231	52	16	0	1	52	17	68	3.78e-21	79.0
a087	jgi|Pensub1|1094|scaffold_157.8	84.483	58	9	0	1	58	17	74	1.30e-32	108
a088	jgi|Schco1|48253|e_gw1.1.2993.1	40.000	50	24	2	31	74	288	337	4.4	28.9
a089	jgi|Colhig2|979|CH63R_00979T0	28.000	50	36	0	10	59	94	143	4.2	28.1
a090	jgi|Rhiir2_1|1484736|fgenesh1_pg.269_#_15	39.216	51	29	1	41	91	366	414	0.11	32.3
a091	jgi|Rhidi1|662565|fgenesh1_pg.29_#_4	30.380	79	39	4	3	73	140	210	1.0	30.4
a092	TKY89228	36.111	36	23	0	77	112	204	239	0.68	30.8
a093	jgi|Mycgr3|62615|estExt_Genewise1.C_chr_90878	26.168	107	56	4	6	90	276	381	5.8	27.3
a094	jgi|Cylol1|29206|CE29205_2660	30.682	88	51	2	2	80	114	200	0.46	30.4
a095	jgi|Fusoxy1|545490|fgenesh1_pg.21_#_52	28.125	64	37	2	28	88	94	151	3.3	28.1
a096	jgi|Fusfu1|13080|FFUJ_10555m.01	33.333	51	34	0	22	72	392	442	0.99	29.6
a097	jgi|Plecuc1|312280|estExt_fgenesh1_pm.C_5_t10214	44.444	27	15	0	16	42	147	173	2.1	27.7
a098	jgi|Galma1|77060|e_gw1.34.297.1	26.154	65	48	0	21	85	173	237	0.37	31.2
a099	jgi|Daces1|447616|e_gw1.14.101.1	25.758	66	37	1	31	96	276	329	1.8	29.3
a100	jgi|Verdah1|375654|estExt_Genewise1Plus.C_1_t30142	50.000	36	18	0	59	94	426	461	0.014	35.0
a101	jgi|DalEC12_1|24130|gm1.6738_g	59.949	392	152	4	13	403	10	397	9.63e-146	421
a102	jgi|Neucr2|1243|NCU03192T0	74.286	35	9	0	1	35	1	35	6.31e-12	53.9
a103	jgi|Colto1|60|CT0861_12676T0	27.941	68	40	2	25	92	730	788	2.9	32.7
a104	TKY88601	23.243	185	117	7	242	413	23	195	1.9	32.7
a105	jgi|Mycfi2|209620|estExt_fgenesh1_kg.C_10193	34.667	300	161	12	2	299	7	273	2.71e-32	128
a106	jgi|Colch1|5583|mrna_10059	25.168	298	164	10	135	415	134	389	1.37e-16	83.2
a107	jgi|Galma1|268528|estExt_fgenesh1_pm.C_150007	65.294	170	56	1	300	469	58	224	4.56e-70	224
a108	jgi|Copci1|11364|CC1G_13813T0	99.254	134	1	0	1	134	384	517	5.18e-88	268
a108	jgi|Copci1|11364|CC1G_13813T0	71.779	163	42	3	1	159	1	163	3.88e-69	219
a109	jgi|Copci1|11364|CC1G_13813T0	100.000	163	0	0	1	163	1	163	2.76e-111	327
a109	jgi|Copci1|11364|CC1G_13813T0	71.724	145	36	2	1	145	384	523	1.25e-63	205
a110	jgi|Rhyag1|6034|transcript:CZS95612	28.689	122	79	3	70	184	108	228	0.069	35.8
a111	TKY85845	36.774	155	88	4	1	145	32	186	2.09e-21	87.4
a112	SPO27194	26.562	64	47	0	64	127	327	390	5.1	30.4
a113	jgi|Thacu1|636645|fgenesh1_kg.1_#_1368_#_TRINITY_DN8221_c0_g1_i1	29.082	196	108	10	9	184	6	190	2.53e-05	46.6
a114	jgi|Olipa1|791279|MIX10736_881_47	42.073	328	167	8	16	326	88	409	3.00e-75	239
a115	jgi|Chame1|334877|estExt_Genewise1Plus.C_1_t130233	35.593	413	195	9	8	418	23	366	4.30e-70	234
a116	jgi|Rhicl1|22684|transcript:GBC10545	39.355	155	71	4	40	185	9	149	1.28e-23	93.2
a117	jgi|Morel2|90126|Morel1.estExt_Genewise1.C_120173	56.250	16	7	0	15	30	12	27	1.1	27.3
a118	jgi|Morel_U14_1|15875|CE15874_197	35.185	54	29	3	3	54	417	466	0.064	31.6
a119	jgi|Rhyco1|1332|transcript:CZS96911	31.414	191	110	7	3	175	11	198	2.46e-14	72.4
a119	jgi|Rhyco1|1332|transcript:CZS96911	28.346	127	83	5	2	120	80	206	1.31e-06	50.4
a120	VDAG_JR2_Chr5g02170a-00002	34.746	118	60	5	3	107	3	116	1.12e-13	63.5
a121	jgi|Fusso1|459532|fgenesh1_pg.2_#_1146	28.283	99	60	3	42	139	39	127	3.5	30.8
a122	jgi|Altal1|1059528|gm1.3763_g	33.333	30	20	0	30	59	129	158	2.2	27.3
a123	jgi|Tubma1|351099|fgenesh1_pm.20_#_63	51.020	49	24	0	10	58	240	288	6.64e-08	55.1
a123	jgi|Tubma1|351099|fgenesh1_pm.20_#_63	62.500	24	7	1	10	31	148	171	0.14	35.4
a123	jgi|Tubma1|351099|fgenesh1_pm.20_#_63	59.091	22	9	0	10	31	83	104	3.3	31.2
a124	jgi|Mycfi2|173975|Genemark.4987_g	34.375	32	21	0	48	79	118	149	2.4	28.9
a125	jgi|Schco1|61358|e_gw1.12.396.1	36.402	239	114	12	2	205	2	237	1.23e-33	122
a126	jgi|Rhice1_1|760901|fgenesh1_kg.90_#_41_#_TRINITY_DN26907_c0_g1_i1	41.935	31	15	1	23	50	33	63	1.2	26.9
r001	jgi|Usthor1|86626|UHOR_02675	100.000	105	0	0	1	105	1	105	2.10e-71	209
r002	jgi|Perma1|531815|e_gw1.122.30.1	29.630	54	30	1	53	106	469	514	9.3	28.1
r003	jgi|Fusgr1|7488|FGSG_06479T0	30.556	36	25	0	32	67	588	623	4.8	28.1
r004	jgi|Fusve2|10910|FVEG_17324T0	58.333	24	10	0	13	36	80	103	0.16	32.7
r005	jgi|Fusve2|3791|FVEG_08659T0	27.835	97	62	2	29	121	594	686	0.022	35.8
r006	jgi|Armost1|1017383|gm1.7124_g	30.159	63	38	2	11	70	54	113	1.1	30.4
r007	jgi|Veral1|5785|VDBG_02984T0	27.941	68	38	2	68	124	104	171	0.54	32.0
r008	jgi|Stely1|7286|TW65_07676T0	28.788	66	43	2	61	123	117	181	2.1	29.6
r009	jgi|Lepor2|682380|gm1.18860_g	33.333	51	33	1	43	92	49	99	1.4	30.4
r010	jgi|Zymtr1|57522|ZtIPO323_044460.1	100.000	107	0	0	1	107	1	107	7.33e-73	213
r011	jgi|Oidma1|22673|fgenesh1_pg.1_#_973	41.463	41	21	2	40	79	2	40	0.89	30.4
