Orthogroup	Coprinopsis	Rhizophagus	Verticillium
OG0000734	jgi|Copci_AmutBmut1|439688|fgenesh1_kg.150_#_2_#_Locus17917v1rpkm2.95		
OG0000735	jgi|Copci_AmutBmut1|429661|estExt_Genewise1Plus.C_1550015		
OG0000736	jgi|Copci_AmutBmut1|481112|estExt_fgenesh1_pm.C_1580016		
OG0000737	jgi|Copci_AmutBmut1|429914|estExt_Genewise1Plus.C_1600017		
OG0000738	jgi|Copci_AmutBmut1|440153|fgenesh1_kg.162_#_2_#_Locus14304v1rpkm8.92		
OG0000739	jgi|Copci_AmutBmut1|440211|fgenesh1_kg.164_#_12_#_Locus11076v4rpkm1.36_PRE		
OG0000740	jgi|Copci_AmutBmut1|490081|estExt_fgenesh1_pg.C_1650004		
OG0000741	jgi|Copci_AmutBmut1|490115|estExt_fgenesh1_pg.C_1670004		
OG0000742	jgi|Copci_AmutBmut1|544764|estExt_Genemark1.C_1670012		
OG0000743	jgi|Copci_AmutBmut1|440343|fgenesh1_kg.168_#_14_#_Locus12324v1rpkm14.99		
OG0000744	jgi|Copci_AmutBmut1|440362|fgenesh1_kg.169_#_9_#_Locus16545v1rpkm4.55		
OG0000745	jgi|Copci_AmutBmut1|440539|fgenesh1_kg.171_#_15_#_Locus14056v2rpkm0.61_PRE		
OG0000746	jgi|Copci_AmutBmut1|440653|fgenesh1_kg.176_#_10_#_Locus25378v1rpkm0.46		
OG0000747	jgi|Copci_AmutBmut1|430771|estExt_Genewise1Plus.C_1790082		
OG0000748	jgi|Copci_AmutBmut1|375733|e_gw1.183.23.1		
OG0000749	jgi|Copci_AmutBmut1|500862|gm1.8368_g		
OG0000750	jgi|Copci_AmutBmut1|375789|e_gw1.184.46.1		
OG0000751	jgi|Copci_AmutBmut1|323905|gw1.185.1.1		
OG0000752	jgi|Copci_AmutBmut1|431038|estExt_Genewise1Plus.C_1860026		
OG0000753	jgi|Copci_AmutBmut1|500937|gm1.8443_g		
OG0000754	jgi|Copci_AmutBmut1|453988|fgenesh1_pg.189_#_11		
OG0000755	jgi|Copci_AmutBmut1|91683|CE91682_12318		
OG0000756	jgi|Copci_AmutBmut1|441230|fgenesh1_kg.190_#_8_#_Locus552v5rpkm32.84_PRE		
OG0000757	jgi|Copci_AmutBmut1|465163|fgenesh1_pm.190_#_11		
OG0000758	jgi|Copci_AmutBmut1|431301|estExt_Genewise1Plus.C_1920041		
OG0000759	jgi|Copci_AmutBmut1|501084|gm1.8590_g		
OG0000760	jgi|Copci_AmutBmut1|545273|estExt_Genemark1.C_1980008		
OG0000761	jgi|Copci_AmutBmut1|95697|CE95696_365		
OG0000762	jgi|Copci_AmutBmut1|441965|fgenesh1_kg.204_#_20_#_Locus7388v1rpkm43.81		
OG0000763	jgi|Copci_AmutBmut1|376802|e_gw1.205.12.1		
OG0000764	jgi|Copci_AmutBmut1|405832|estExt_Genewise1.C_2060016		
OG0000765	jgi|Copci_AmutBmut1|442025|fgenesh1_kg.207_#_19_#_Locus8357v1rpkm36.17		
OG0000766	jgi|Copci_AmutBmut1|442029|fgenesh1_kg.208_#_1_#_Locus23879v1rpkm0.63		
OG0000767	jgi|Copci_AmutBmut1|481994|estExt_fgenesh1_pm.C_2110008		
OG0000768	jgi|Copci_AmutBmut1|114412|CE114411_12387		
OG0000769	jgi|Copci_AmutBmut1|432383|estExt_Genewise1Plus.C_2220010		
OG0000770	jgi|Copci_AmutBmut1|377458|e_gw1.223.17.1		
OG0000771	jgi|Copci_AmutBmut1|406489|estExt_Genewise1.C_2260025		
OG0000772	jgi|Copci_AmutBmut1|320571|gw1.227.2.1		
OG0000773	jgi|Copci_AmutBmut1|466395|fgenesh1_pm.231_#_1		
OG0000774	jgi|Copci_AmutBmut1|490988|estExt_fgenesh1_pg.C_2330004		
OG0000775	jgi|Copci_AmutBmut1|377975|e_gw1.238.8.1		
OG0000776	jgi|Copci_AmutBmut1|455463|fgenesh1_pg.250_#_4		
OG0000777	jgi|Copci_AmutBmut1|545978|estExt_Genemark1.C_2510004		
OG0000778	jgi|Copci_AmutBmut1|482493|estExt_fgenesh1_pm.C_2510012		
OG0000779	jgi|Copci_AmutBmut1|443409|fgenesh1_kg.253_#_3_#_Locus24047v1rpkm0.61		
OG0000780	jgi|Copci_AmutBmut1|134646|CE134645_17		
OG0000781	jgi|Copci_AmutBmut1|378735|e_gw1.261.31.1		
OG0000782	jgi|Copci_AmutBmut1|378771|e_gw1.262.30.1		
OG0000783	jgi|Copci_AmutBmut1|467052|fgenesh1_pm.263_#_7		
OG0000784	jgi|Copci_AmutBmut1|502066|gm1.9572_g		
OG0000785	jgi|Copci_AmutBmut1|455706|fgenesh1_pg.264_#_12		
OG0000786	jgi|Copci_AmutBmut1|482644|estExt_fgenesh1_pm.C_2660007		
OG0000787	jgi|Copci_AmutBmut1|139620|CE139619_919		
OG0000788	jgi|Copci_AmutBmut1|502128|gm1.9634_g		
OG0000789	jgi|Copci_AmutBmut1|433721|estExt_Genewise1Plus.C_2700001		
OG0000790	jgi|Copci_AmutBmut1|546172|estExt_Genemark1.C_2700004		
OG0000791	jgi|Copci_AmutBmut1|443836|fgenesh1_kg.270_#_3_#_Locus2646v1rpkm127.18		
OG0000792	jgi|Copci_AmutBmut1|337354|gw1.273.28.1		
OG0000793	jgi|Copci_AmutBmut1|443904|fgenesh1_kg.274_#_8_#_Locus26039v1rpkm0.40		
OG0000794	jgi|Copci_AmutBmut1|433867|estExt_Genewise1Plus.C_2750023		
OG0000795	jgi|Copci_AmutBmut1|379321|e_gw1.280.13.1		
OG0000796	jgi|Copci_AmutBmut1|434032|estExt_Genewise1Plus.C_2840009		
OG0000797	jgi|Copci_AmutBmut1|151024|CE151023_170		
OG0000798	jgi|Copci_AmutBmut1|379664|e_gw1.295.1.1		
OG0000799	jgi|Copci_AmutBmut1|152667|CE152666_27723		
OG0000800	jgi|Copci_AmutBmut1|546454|estExt_Genemark1.C_3030009		
OG0000801	jgi|Copci_AmutBmut1|444801|fgenesh1_kg.304_#_4_#_Locus7799v6rpkm0.00_PRE		
OG0000802	jgi|Copci_AmutBmut1|163332|CE163331_133		
OG0000803	jgi|Copci_AmutBmut1|482945|estExt_fgenesh1_pm.C_3040010		
OG0000804	jgi|Copci_AmutBmut1|434532|estExt_Genewise1Plus.C_3110018		
OG0000805	jgi|Copci_AmutBmut1|445036|fgenesh1_kg.317_#_10_#_Locus16211v5rpkm0.36_PRE		
OG0000806	jgi|Copci_AmutBmut1|468226|fgenesh1_pm.318_#_6		
OG0000807	jgi|Copci_AmutBmut1|170197|CE170196_120		
OG0000808	jgi|Copci_AmutBmut1|522271|MIX17823_2_37		
OG0000809	jgi|Copci_AmutBmut1|408909|estExt_Genewise1.C_3310010		
OG0000810	jgi|Copci_AmutBmut1|457078|fgenesh1_pg.343_#_2		
OG0000811	jgi|Copci_AmutBmut1|435263|estExt_Genewise1Plus.C_3550002		
OG0000812	jgi|Copci_AmutBmut1|445766|fgenesh1_kg.359_#_7_#_Locus17935v1rpkm2.94		
OG0000813	jgi|Copci_AmutBmut1|183500|CE183499_1803		
OG0000814	jgi|Copci_AmutBmut1|446016|fgenesh1_kg.378_#_2_#_Locus2097v1rpkm153.52		
OG0000815	jgi|Copci_AmutBmut1|492040|estExt_fgenesh1_pg.C_3850004		
OG0000816	jgi|Copci_AmutBmut1|341862|gw1.389.3.1		
OG0000817	jgi|Copci_AmutBmut1|457639|fgenesh1_pg.392_#_4		
OG0000818	jgi|Copci_AmutBmut1|446253|fgenesh1_kg.398_#_1_#_Locus17718v1rpkm3.14		
OG0000819	jgi|Copci_AmutBmut1|524277|MIX19829_1_27		
OG0000820	jgi|Copci_AmutBmut1|382008|e_gw1.412.10.1		
OG0000821	jgi|Copci_AmutBmut1|446891|fgenesh1_kg.427_#_5_#_Locus324v3rpkm0.75_PRE		
OG0000822	jgi|Copci_AmutBmut1|446893|fgenesh1_kg.427_#_7_#_Locus29367v1rpkm0.15		
OG0000823	jgi|Copci_AmutBmut1|525904|MIX21456_70_48		
OG0000824	jgi|Copci_AmutBmut1|483584|estExt_fgenesh1_pm.C_4410003		
OG0000825	jgi|Copci_AmutBmut1|458300|fgenesh1_pg.447_#_4		
OG0000826	jgi|Copci_AmutBmut1|436101|estExt_Genewise1Plus.C_4500011		
OG0000827	jgi|Copci_AmutBmut1|382541|e_gw1.454.9.1		
OG0000828	jgi|Copci_AmutBmut1|503574|gm1.11080_g		
OG0000829	jgi|Copci_AmutBmut1|382592|e_gw1.457.12.1		
OG0000830	jgi|Copci_AmutBmut1|503649|gm1.11155_g		
OG0000831	jgi|Copci_AmutBmut1|492304|estExt_fgenesh1_pg.C_4760002		
OG0000832	jgi|Copci_AmutBmut1|447513|fgenesh1_kg.480_#_1_#_Locus10533v1rpkm22.95		
OG0000833	jgi|Copci_AmutBmut1|383116|e_gw1.508.5.1		
OG0000834	jgi|Copci_AmutBmut1|350995|gw1.512.3.1		
OG0000835	jgi|Copci_AmutBmut1|448302|fgenesh1_kg.565_#_2_#_Locus27905v1rpkm0.25		
OG0000836	jgi|Copci_AmutBmut1|503978|gm1.11484_g		
OG0000837	jgi|Copci_AmutBmut1|383623|e_gw1.582.2.1		
OG0000838	jgi|Copci_AmutBmut1|383977|e_gw1.646.1.1		
OG0000839	jgi|Copci_AmutBmut1|384226|e_gw1.732.2.1		
OG0000840		RhiirFUN_000107-T1_RhiirFUN_000107	
OG0000841		RhiirFUN_000251-T1_RhiirFUN_000251	
OG0000842		RhiirFUN_000454-T1_RhiirFUN_000454	
OG0000843		RhiirFUN_000681-T1_RhiirFUN_000681	
OG0000844		RhiirFUN_000809-T1_RhiirFUN_000809	
OG0000845		RhiirFUN_000982-T1_RhiirFUN_000982	
OG0000846		RhiirFUN_001229-T1_RhiirFUN_001229	
OG0000847		RhiirFUN_001242-T1_RhiirFUN_001242	
OG0000848		RhiirFUN_001312-T1_RhiirFUN_001312	
OG0000849		RhiirFUN_001416-T1_RhiirFUN_001416	
OG0000850		RhiirFUN_001497-T1_RhiirFUN_001497	
OG0000851		RhiirFUN_001526-T1_RhiirFUN_001526	
OG0000852		RhiirFUN_001553-T1_RhiirFUN_001553	
OG0000853		RhiirFUN_001560-T1_RhiirFUN_001560	
OG0000854		RhiirFUN_001574-T1_RhiirFUN_001574	
OG0000855		RhiirFUN_001596-T1_RhiirFUN_001596	
OG0000856		RhiirFUN_001625-T1_RhiirFUN_001625	
OG0000857		RhiirFUN_001756-T1_RhiirFUN_001756	
OG0000858		RhiirFUN_002101-T1_RhiirFUN_002101	
OG0000859		RhiirFUN_002147-T1_RhiirFUN_002147	
OG0000860		RhiirFUN_002244-T1_RhiirFUN_002244	
OG0000861		RhiirFUN_002326-T1_RhiirFUN_002326	
OG0000862		RhiirFUN_002622-T1_RhiirFUN_002622	
OG0000863		RhiirFUN_002711-T1_RhiirFUN_002711	
OG0000864		RhiirFUN_002888-T1_RhiirFUN_002888	
OG0000865		RhiirFUN_003212-T1_RhiirFUN_003212	
